address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num,long,lat
"Ceres Allé 7, 8. 6",8000 Aarhus C,3216250,2015-08-25,Alm. Salg,33157.0,3.0,Lejlighed,97.0,2016.0,0.0,8000,10.191218,56.154591
"Jægergårdsgade 148, 1. TV",8000 Aarhus C,2050000,2015-08-24,Alm. Salg,34166.0,2.0,Lejlighed,60.0,1912.0,-7.0,8000,10.208733,56.148201
"Langenæs Allé 37, 2. TV",8000 Aarhus C,1698000,2015-08-24,Alm. Salg,32037.0,2.0,Lejlighed,53.0,1968.0,0.0,8000,10.182443,56.141451
"Ceres Allé 7, 4. 7",8000 Aarhus C,3350000,2015-08-24,Alm. Salg,30454.0,4.0,Lejlighed,110.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 15. 1",8000 Aarhus C,3325000,2015-08-24,Alm. Salg,37359.0,2.0,Lejlighed,89.0,2016.0,0.0,8000,10.191218,56.154591
"Guldsmedgade 20B, 2. TV",8000 Aarhus C,2195000,2015-08-24,Alm. Salg,34841.0,3.0,Lejlighed,63.0,1816.0,0.0,8000,10.207884,56.158493
Ole Rømers Gade 49,8000 Aarhus C,4900000,2015-08-23,Alm. Salg,43362.0,3.0,Rækkehus,113.0,1885.0,0.0,8000,10.198866,56.147133
"Østbanetorvet 4, 2. TH",8000 Aarhus C,820000,2015-08-23,Alm. Salg,12058.0,2.0,Lejlighed,68.0,1895.0,0.0,8000,10.215727,56.163632
"Strandparken 8, ST. TH",8000 Aarhus C,2360000,2015-08-23,Alm. Salg,35757.0,2.0,Lejlighed,66.0,1935.0,-2.0,8000,10.205957,56.143542
"Eckersbergsgade 19, ST. TV",8000 Aarhus C,2198000,2015-08-23,Alm. Salg,32323.0,2.0,Lejlighed,68.0,1936.0,0.0,8000,10.195882,56.151776
Holbergsgade 18,8000 Aarhus C,3810000,2015-08-23,Alm. Salg,28222.0,6.0,Rækkehus,135.0,1889.0,0.0,8000,10.194293,56.148346
"Silkeborgvej 158, 2. TV",8000 Aarhus C,1798000,2015-08-21,Alm. Salg,27242.0,2.0,Lejlighed,66.0,1940.0,0.0,8000,10.178246,56.15656
"Langenæs Allé 8, 5",8000 Aarhus C,2035000,2015-08-21,Alm. Salg,18842.0,3.0,Lejlighed,108.0,1938.0,-3.0,8000,10.187474,56.144188
"Thunøgade 10, 2",8000 Aarhus C,1770000,2015-08-21,Alm. Salg,29500.0,3.0,Lejlighed,60.0,1877.0,0.0,8000,10.206898,56.161616
"Ceres Allé 7, 8. 1",8000 Aarhus C,2475000,2015-08-21,Alm. Salg,33445.0,2.0,Lejlighed,74.0,2016.0,0.0,8000,10.191218,56.154591
"Høegh-Guldbergs Gade 139, 2. TH",8000 Aarhus C,2275000,2015-08-20,Alm. Salg,35000.0,2.0,Lejlighed,65.0,1938.0,0.0,8000,10.202199,56.164892
"Vestervang 40, 4. 4041",8000 Aarhus C,2521000,2015-08-20,Alm. Salg,33613.0,3.0,Lejlighed,75.0,1969.0,0.0,8000,10.189938,56.164916
"Vestervang 40, 6. 4067",8000 Aarhus C,2750000,2015-08-20,Alm. Salg,36666.0,3.0,Lejlighed,75.0,1969.0,0.0,8000,10.189938,56.164916
"Ceres Allé 7, 5. 6",8000 Aarhus C,3100000,2015-08-20,Alm. Salg,32291.0,3.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Grønnegade 52, 2",8000 Aarhus C,2550000,2015-08-19,Fam. Salg,19615.0,4.0,Lejlighed,130.0,1885.0,0.0,8000,10.202288,56.158893
"Marselisborg Allé 4B, 4. TH",8000 Aarhus C,1575000,2015-08-19,Alm. Salg,30882.0,2.0,Lejlighed,51.0,1918.0,-2.0,8000,10.207275,56.14804
"Kaserneboulevarden 17, 1. TV",8000 Aarhus C,2250000,2015-08-19,Alm. Salg,33088.0,2.0,Lejlighed,68.0,1933.0,-2.0,8000,10.199721,56.1647
"Marselis Boulevard 34, 11. MF",8000 Aarhus C,1025000,2015-08-19,Alm. Salg,22282.0,1.0,Lejlighed,46.0,1967.0,-2.0,8000,10.198517,56.141161
"Mariane Thomsens Gade 30, 8. 2",8000 Aarhus C,3498000,2015-08-19,Alm. Salg,39750.0,3.0,Lejlighed,88.0,2013.0,0.0,8000,10.229284,56.164931
"Åparken 2, 2. 8",8000 Aarhus C,775000,2015-08-18,Alm. Salg,27678.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Søndre Ringgade 77, ST. TV",8000 Aarhus C,1830000,2015-08-18,Alm. Salg,21279.0,3.0,Lejlighed,86.0,1938.0,-4.0,8000,10.185713,56.146339
"Åparken 2, 3. 7",8000 Aarhus C,800000,2015-08-18,Alm. Salg,28571.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Åparken 2, 3. 8",8000 Aarhus C,800000,2015-08-18,Alm. Salg,28571.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"Tage-Hansens Gade 7, ST. TV",8000 Aarhus C,1975000,2015-08-18,Alm. Salg,25000.0,3.0,Lejlighed,79.0,1945.0,0.0,8000,10.184184,56.157595
"Ceres Allé 7, 17. 3",8000 Aarhus C,4100000,2015-08-18,Alm. Salg,39805.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Stadion Allé 15, 5. TV",8000 Aarhus C,1147500,2015-08-17,Fam. Salg,19125.0,2.0,Lejlighed,60.0,1929.0,0.0,8000,10.194436,56.142971
"Skovvejen 44B, 1. TV",8000 Aarhus C,1875000,2015-08-17,Alm. Salg,30737.0,2.0,Lejlighed,61.0,1936.0,0.0,8000,10.218809,56.167951
"Åparken 2, 3. 11",8000 Aarhus C,850000,2015-08-17,Alm. Salg,28333.0,1.0,Lejlighed,30.0,1999.0,0.0,8000,10.186038,56.154104
"Bülowsgade 64, 1. TV",8000 Aarhus C,1789000,2015-08-17,Alm. Salg,33754.0,2.0,Lejlighed,53.0,1907.0,-1.0,8000,10.202239,56.145151
"H.N. Clausens Gade 12, ST",8000 Aarhus C,1998000,2015-08-17,Alm. Salg,30738.0,3.0,Lejlighed,65.0,1887.0,0.0,8000,10.204521,56.147811
"Eckersbergsgade 19, 4. TV",8000 Aarhus C,1875000,2015-08-16,Alm. Salg,33482.0,2.0,Lejlighed,56.0,1936.0,-4.0,8000,10.195882,56.151776
"Odensegade 29, 1. TV",8000 Aarhus C,1758000,2015-08-15,Fam. Salg,32555.0,2.0,Lejlighed,54.0,1907.0,0.0,8000,10.201928,56.145154
"Sønder Allé 23, 2",8000 Aarhus C,1964000,2015-08-14,Alm. Salg,27277.0,2.0,Lejlighed,72.0,1865.0,7.0,8000,10.207258,56.152847
"Nørregade 55, 2. TH",8000 Aarhus C,3400000,2015-08-14,Alm. Salg,29059.0,4.0,Lejlighed,117.0,1913.0,0.0,8000,10.208535,56.16032
"Ceres Allé 7, 2. 2",8000 Aarhus C,2950000,2015-08-14,Alm. Salg,28640.0,3.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Langenæs Allé 45, 1. 2",8000 Aarhus C,1050000,2015-08-13,Alm. Salg,25609.0,1.0,Lejlighed,41.0,1960.0,0.0,8000,10.181136,56.14123
"Stadion Allé 33, 5. TH",8000 Aarhus C,2798000,2015-08-13,Alm. Salg,30086.0,3.0,Lejlighed,93.0,1929.0,0.0,8000,10.194758,56.14149
"Ringkøbingvej 26, ST. TH",8000 Aarhus C,1615000,2015-08-13,Fam. Salg,16479.0,3.0,Lejlighed,98.0,1932.0,0.0,8000,10.18949,56.158361
"Søndre Ringgade 57, 5. TV",8000 Aarhus C,1650000,2015-08-13,Alm. Salg,25384.0,2.0,Lejlighed,65.0,1938.0,-1.0,8000,10.187166,56.145067
"Ceres Allé 7, 6. 4",8000 Aarhus C,2750000,2015-08-13,Alm. Salg,31976.0,3.0,Lejlighed,86.0,2016.0,0.0,8000,10.191218,56.154591
"Langenæs Allé 45, 1. 3",8000 Aarhus C,962500,2015-08-12,Alm. Salg,27500.0,1.0,Lejlighed,35.0,1960.0,0.0,8000,10.181136,56.14123
"Banegårdsgade 16, 3. A",8000 Aarhus C,1725000,2015-08-12,Alm. Salg,31944.0,2.0,Lejlighed,54.0,1962.0,0.0,8000,10.200827,56.150326
"Skernvej 12, 2. TH",8000 Aarhus C,2973000,2015-08-12,Alm. Salg,31294.0,3.0,Lejlighed,95.0,1931.0,0.0,8000,10.189259,56.157784
"Møllevejen 23, ST. TV",8000 Aarhus C,2800000,2015-08-12,Alm. Salg,32941.0,2.0,Lejlighed,85.0,1969.0,0.0,8000,10.19437,56.159226
"H.N. Clausens Gade 8, ST",8000 Aarhus C,1550000,2015-08-12,Alm. Salg,26271.0,2.0,Lejlighed,59.0,1885.0,-3.0,8000,10.204493,56.147919
"Vestre Ringgade 218, ST. TV",8000 Aarhus C,2380000,2015-08-11,Alm. Salg,22884.0,3.0,Lejlighed,104.0,1949.0,-1.0,8000,10.195852,56.169527
"Mejlgade 85, ST",8000 Aarhus C,1884000,2015-08-11,Alm. Salg,25808.0,2.0,Lejlighed,73.0,1902.0,-1.0,8000,10.214365,56.161776
"Sonnesgade 19, ST. TH",8000 Aarhus C,2298000,2015-08-11,Alm. Salg,33304.0,2.0,Lejlighed,69.0,1918.0,0.0,8000,10.194035,56.150082
"Mariane Thomsens Gade 50, 3. 2",8000 Aarhus C,4498000,2015-08-11,Alm. Salg,31454.0,4.0,Lejlighed,143.0,2013.0,0.0,8000,10.23058,56.164941
"Mariane Thomsens Gade 31, 4. 1",8000 Aarhus C,2545000,2015-08-11,Alm. Salg,30297.0,2.0,Lejlighed,84.0,2013.0,0.0,8000,10.230183,56.165327
"Mariane Thomsens Gade 30, 1. 3",8000 Aarhus C,2925000,2015-08-11,Alm. Salg,33238.0,3.0,Lejlighed,88.0,2013.0,0.0,8000,10.229284,56.164931
"Dagmar Petersens Gade 98, 4. 4",8000 Aarhus C,9000000,2015-08-11,Alm. Salg,45000.0,3.0,Lejlighed,200.0,2016.0,0.0,8000,10.227644,56.167123
"Vestergade 56H, ST",8000 Aarhus C,2298000,2015-08-11,Alm. Salg,31054.0,3.0,Lejlighed,74.0,1750.0,0.0,8000,10.201287,56.15783
"Lundingsgade 26, 1. TH",8000 Aarhus C,1998000,2015-08-10,Alm. Salg,37000.0,2.0,Lejlighed,54.0,1917.0,0.0,8000,10.194954,56.145329
"Mønsgade 4, 1",8000 Aarhus C,2500000,2015-08-10,Alm. Salg,37313.0,3.0,Lejlighed,67.0,1899.0,-3.0,8000,10.195082,56.157943
"Ceres Allé 7, 7. 6",8000 Aarhus C,3125000,2015-08-10,Alm. Salg,32216.0,4.0,Lejlighed,97.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 15. 3",8000 Aarhus C,3950000,2015-08-10,Alm. Salg,38349.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Skernvej 6, 4. TH",8000 Aarhus C,1350000,2015-08-09,Alm. Salg,20454.0,2.0,Lejlighed,66.0,1931.0,0.0,8000,10.189967,56.157746
"Ålborggade 28, 5. TV",8000 Aarhus C,1519000,2015-08-09,Fam. Salg,23015.0,3.0,Lejlighed,66.0,1931.0,0.0,8000,10.1914,56.143202
"Lollandsgade 4, 2",8000 Aarhus C,1900000,2015-08-08,Alm. Salg,31147.0,3.0,Lejlighed,61.0,1899.0,0.0,8000,10.202575,56.159767
"Gebauersgade 4, 2. 3",8000 Aarhus C,2198000,2015-08-07,Alm. Salg,30957.0,2.0,Lejlighed,71.0,1988.0,0.0,8000,10.195352,56.151745
"Ceres Allé 7, 11. 4",8000 Aarhus C,3375000,2015-08-07,Alm. Salg,33750.0,3.0,Lejlighed,100.0,2016.0,0.0,8000,10.191218,56.154591
"Tøndergade 98, 3. TH",8000 Aarhus C,2998000,2015-08-07,Alm. Salg,26530.0,5.0,Lejlighed,113.0,1957.0,0.0,8000,10.179609,56.139888
"Vestervang 19, ST. TV",8000 Aarhus C,1545000,2015-08-06,Alm. Salg,30294.0,2.0,Lejlighed,51.0,1986.0,0.0,8000,10.195031,56.16378
"Åparken 2, 1. 2",8000 Aarhus C,850000,2015-08-06,Alm. Salg,26562.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Nordborggade 17, ST. 3",8000 Aarhus C,1230000,2015-08-06,Alm. Salg,30000.0,1.0,Lejlighed,41.0,1959.0,-2.0,8000,10.186077,56.144471
"Åhusene 7, ST. 4",8000 Aarhus C,1910000,2015-08-06,Alm. Salg,34727.0,2.0,Lejlighed,55.0,2013.0,-4.0,8000,10.187806,56.15273
"Viborgvej 25, 4. TH",8000 Aarhus C,2550000,2015-08-06,Alm. Salg,33552.0,3.0,Lejlighed,76.0,1930.0,-2.0,8000,10.190237,56.158439
"Åparken 2, ST. 8",8000 Aarhus C,800000,2015-08-05,Alm. Salg,28571.0,1.0,Lejlighed,28.0,1999.0,0.0,8000,10.186038,56.154104
"F. Vestergaards Gade 16, 1. TV",8000 Aarhus C,1830000,2015-08-05,Fam. Salg,19677.0,3.0,Lejlighed,93.0,1930.0,0.0,8000,10.195178,56.14304
"Langelandsgade 7, ST. 3",8000 Aarhus C,1385000,2015-08-05,Alm. Salg,32976.0,1.0,Lejlighed,42.0,2011.0,0.0,8000,10.198696,56.158735
"Regenburgsgade 6, 3. TV",8000 Aarhus C,1900000,2015-08-04,Alm. Salg,28787.0,2.0,Lejlighed,66.0,1945.0,-5.0,8000,10.183928,56.157206
"Skanderborgvej 40, 5. 2",8000 Aarhus C,1998000,2015-08-04,Alm. Salg,27000.0,2.0,Lejlighed,74.0,1960.0,0.0,8000,10.183637,56.141174
"Ole Rømers Gade 2, 2. TV",8000 Aarhus C,2540000,2015-08-04,Alm. Salg,31358.0,3.0,Lejlighed,81.0,1900.0,-2.0,8000,10.195534,56.147004
"Mariane Thomsens Gade 56, ST. 3",8000 Aarhus C,3298000,2015-08-04,Alm. Salg,30822.0,3.0,Lejlighed,107.0,2013.0,0.0,8000,10.230141,56.164837
"P.P. Ørums Gade 14, 2. TH",8000 Aarhus C,2560000,2015-08-03,Alm. Salg,30476.0,3.0,Lejlighed,84.0,1934.0,-1.0,8000,10.192021,56.141094
"Ny Munkegade 9, ST",8000 Aarhus C,1635000,2015-08-03,Alm. Salg,36333.0,2.0,Lejlighed,45.0,1882.0,-3.0,8000,10.203753,56.160366
"Marstrandsgade 25, 3. TV",8000 Aarhus C,2525000,2015-08-03,Alm. Salg,29705.0,3.0,Lejlighed,85.0,1931.0,-3.0,8000,10.197062,56.154087
"Volden 24, 3",8000 Aarhus C,2890000,2015-08-03,Alm. Salg,36582.0,3.0,Lejlighed,79.0,1907.0,-4.0,8000,10.209371,56.158577
"Bülowsgade 64, ST. TH",8000 Aarhus C,1460000,2015-08-03,Alm. Salg,31063.0,2.0,Lejlighed,47.0,1907.0,-3.0,8000,10.202239,56.145151
"Marselis Boulevard 28, 11. 3",8000 Aarhus C,2050000,2015-08-03,Alm. Salg,26282.0,2.0,Lejlighed,78.0,1959.0,-1.0,8000,10.201582,56.141796
"Finderupvej 2D, 3. 2",8000 Aarhus C,2000000,2015-08-03,Alm. Salg,27027.0,2.0,Lejlighed,74.0,2009.0,0.0,8000,10.182226,56.155524
"Ceres Allé 7, 8. 4",8000 Aarhus C,2850000,2015-08-03,Alm. Salg,33139.0,3.0,Lejlighed,86.0,2016.0,0.0,8000,10.191218,56.154591
"Heibergsgade 23, ST. TV",8000 Aarhus C,1277000,2015-08-02,Alm. Salg,27170.0,2.0,Lejlighed,47.0,1896.0,0.0,8000,10.208076,56.146239
"Vestre Ringgade 224, 5. TH",8000 Aarhus C,1900000,2015-08-02,Alm. Salg,29687.0,2.0,Lejlighed,64.0,1950.0,-5.0,8000,10.196487,56.169737
"Frederiks Allé 102, 1. TV",8000 Aarhus C,2145000,2015-08-01,Alm. Salg,34047.0,2.0,Lejlighed,63.0,1898.0,0.0,8000,10.196333,56.148178
"Langelinieparken 11, ST. TH",8000 Aarhus C,5900000,2015-07-31,Andet,43382.0,3.0,Lejlighed,136.0,2003.0,0.0,8000,10.220852,56.168807
"Dannebrogsgade 6, ST",8000 Aarhus C,3300000,2015-07-31,Alm. Salg,33000.0,4.0,Lejlighed,100.0,1899.0,0.0,8000,10.194318,56.145951
"Hjelmensgade 4, ST. TH",8000 Aarhus C,2000000,2015-07-31,Alm. Salg,27397.0,3.0,Lejlighed,73.0,1885.0,-5.0,8000,10.210278,56.161709
"Finderupvej 2N, ST. 4",8000 Aarhus C,2300000,2015-07-31,Alm. Salg,28395.0,3.0,Lejlighed,81.0,2009.0,0.0,8000,10.181394,56.155047
"Sjællandsgade 80, ST",8000 Aarhus C,1710000,2015-07-30,Alm. Salg,33529.0,2.0,Lejlighed,51.0,1891.0,-2.0,8000,10.20575,56.162899
"Fåborggade 7B, 3",8000 Aarhus C,3200000,2015-07-30,Alm. Salg,34042.0,3.0,Lejlighed,94.0,1911.0,0.0,8000,10.203191,56.143448
"Åparken 2, 5. 2",8000 Aarhus C,950000,2015-07-30,Alm. Salg,29687.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Finderupvej 2A, 2. TH",8000 Aarhus C,3100000,2015-07-30,Alm. Salg,30392.0,3.0,Lejlighed,102.0,2009.0,0.0,8000,10.182293,56.155025
"Silkeborgvej 100, 2. TH",8000 Aarhus C,1650000,2015-07-29,Alm. Salg,26190.0,2.0,Lejlighed,63.0,1935.0,-1.0,8000,10.181348,56.156683
"Frederiks Allé 28, 4. F",8000 Aarhus C,5100000,2015-07-29,Alm. Salg,36690.0,5.0,Lejlighed,139.0,1986.0,-2.0,8000,10.199024,56.150632
"Klostergade 19, 2. 3",8000 Aarhus C,1200000,2015-07-29,Alm. Salg,36363.0,1.0,Lejlighed,33.0,1999.0,-7.0,8000,10.208311,56.158907
"Falstersgade 41A, ST. TV",8000 Aarhus C,2762500,2015-07-29,Fam. Salg,25344.0,4.0,Lejlighed,109.0,1968.0,0.0,8000,10.198919,56.163801
"Mejlgade 87, ST. TH",8000 Aarhus C,2280000,2015-07-29,Alm. Salg,39310.0,1.0,Lejlighed,58.0,1901.0,-5.0,8000,10.214471,56.161874
"Østboulevarden 15, 3",8000 Aarhus C,2560000,2015-07-29,Alm. Salg,34594.0,3.0,Lejlighed,74.0,1907.0,-1.0,8000,10.213,56.164405
"Helga Pedersens Gade 1, 2. 3",8000 Aarhus C,3750000,2015-07-29,Alm. Salg,35046.0,3.0,Lejlighed,107.0,2014.0,-4.0,8000,10.229159,56.166431
"Nørrebrogade 20E, 1. TV",8000 Aarhus C,2495000,2015-07-29,Alm. Salg,37803.0,3.0,Lejlighed,66.0,2015.0,0.0,8000,10.211223,56.163569
Holtevej 20,8000 Aarhus C,10500000,2015-07-28,Alm. Salg,50000.0,7.0,Villa,210.0,1919.0,-11.0,8000,10.198161,56.138478
"Vestergade 77B, 2. TH",8000 Aarhus C,3260000,2015-07-28,Alm. Salg,33958.0,3.0,Lejlighed,96.0,1917.0,-3.0,8000,10.198106,56.15689
"Strandparken 35, 2. TV",8000 Aarhus C,2378000,2015-07-27,Alm. Salg,32575.0,2.0,Lejlighed,73.0,1938.0,-1.0,8000,10.207239,56.143305
"Marstrandsgade 21, 4. TH",8000 Aarhus C,1968980,2015-07-26,Fam. Salg,26972.0,3.0,Lejlighed,73.0,1902.0,0.0,8000,10.197443,56.154286
"Nordborggade 17, 1. 2",8000 Aarhus C,1197000,2015-07-26,Alm. Salg,31500.0,1.0,Lejlighed,38.0,1959.0,0.0,8000,10.186077,56.144471
"Langelandsgade 7, KL",8000 Aarhus C,1160000,2015-07-25,Alm. Salg,31351.0,1.0,Lejlighed,37.0,2011.0,0.0,8000,10.198696,56.158735
Skovvejen 117,8000 Aarhus C,4306000,2015-07-24,Alm. Salg,32134.0,6.0,Rækkehus,134.0,1877.0,3.0,8000,10.218222,56.16788
"Valdemarsgade 52, 1. TH",8000 Aarhus C,1475000,2015-07-24,Alm. Salg,29500.0,2.0,Lejlighed,50.0,1900.0,-3.0,8000,10.196287,56.149777
"Marselis Boulevard 24, 4. TV",8000 Aarhus C,3150000,2015-07-24,Alm. Salg,33870.0,3.0,Lejlighed,93.0,1938.0,-4.0,8000,10.204434,56.14202
"Ole Rømers Gade 2, 1. TV",8000 Aarhus C,2498000,2015-07-24,Alm. Salg,30839.0,3.0,Lejlighed,81.0,1900.0,0.0,8000,10.195534,56.147004
"Fynsgade 17, 2. TH",8000 Aarhus C,2350000,2015-07-23,Alm. Salg,35606.0,3.0,Lejlighed,66.0,1896.0,-3.0,8000,10.201896,56.164158
"Mejlgade 85, 4",8000 Aarhus C,2150000,2015-07-23,Alm. Salg,29054.0,2.0,Lejlighed,74.0,1902.0,-2.0,8000,10.214365,56.161776
"Vester Allé 27, 3. TH",8000 Aarhus C,2999000,2015-07-23,Alm. Salg,34872.0,3.0,Lejlighed,86.0,1927.0,0.0,8000,10.198707,56.157194
"Nordborggade 17, 2. 1",8000 Aarhus C,1249000,2015-07-23,Alm. Salg,33756.0,1.0,Lejlighed,37.0,1959.0,0.0,8000,10.186077,56.144471
"Hans Broges Gade 3, 2. TH",8000 Aarhus C,2400000,2015-07-23,Alm. Salg,32432.0,2.0,Lejlighed,74.0,1901.0,-3.0,8000,10.204573,56.145087
"Åhusene 5, 4. 3",8000 Aarhus C,2098000,2015-07-23,Alm. Salg,40346.0,2.0,Lejlighed,52.0,2013.0,0.0,8000,10.188483,56.152634
"Åparken 2, ST. 3",8000 Aarhus C,900000,2015-07-22,Alm. Salg,28125.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Åparken 2, ST. 9",8000 Aarhus C,900000,2015-07-22,Alm. Salg,28125.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Søndre Ringgade 13, 1. TH",8000 Aarhus C,1700000,2015-07-22,Alm. Salg,26984.0,2.0,Lejlighed,63.0,1933.0,0.0,8000,10.192652,56.141577
"Lundingsgade 3, 2",8000 Aarhus C,2300000,2015-07-22,Alm. Salg,30666.0,3.0,Lejlighed,75.0,1899.0,-4.0,8000,10.195459,56.146838
"Vestergade 80, 3. TH",8000 Aarhus C,2648000,2015-07-22,Alm. Salg,32292.0,3.0,Lejlighed,82.0,1930.0,0.0,8000,10.198164,56.157069
"Sønderborggade 11, 1. TV",8000 Aarhus C,1875000,2015-07-22,Alm. Salg,22865.0,3.0,Lejlighed,82.0,1960.0,0.0,8000,10.181407,56.140931
"Sjællandsgade 73, ST",8000 Aarhus C,2145000,2015-07-21,Alm. Salg,29791.0,3.0,Lejlighed,72.0,1890.0,-2.0,8000,10.205781,56.162687
"Christiansgade 29, 1. TH",8000 Aarhus C,3599000,2015-07-21,Alm. Salg,33324.0,4.0,Lejlighed,108.0,1900.0,0.0,8000,10.203166,56.155493
"Marselis Boulevard 36, 13. TH",8000 Aarhus C,3750000,2015-07-21,Alm. Salg,31250.0,4.0,Lejlighed,120.0,1967.0,0.0,8000,10.198601,56.141358
"Ceres Allé 7, 3. 2",8000 Aarhus C,3050000,2015-07-21,Alm. Salg,29611.0,3.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Gustav Wieds Vej 25, 3. TH",8000 Aarhus C,1200000,2015-07-20,Fam. Salg,17391.0,3.0,Lejlighed,69.0,1952.0,0.0,8000,10.196108,56.169053
"Finderupvej 2C, ST. TH",8000 Aarhus C,1750000,2015-07-20,Alm. Salg,28688.0,2.0,Lejlighed,61.0,2009.0,0.0,8000,10.182282,56.155447
"Finderupvej 2D, 4. 1",8000 Aarhus C,1975000,2015-07-20,Alm. Salg,27430.0,2.0,Lejlighed,72.0,2009.0,0.0,8000,10.182226,56.155524
"Finderupvej 2L, 4. TH",8000 Aarhus C,2775000,2015-07-19,Fam. Salg,30494.0,3.0,Lejlighed,91.0,2009.0,0.0,8000,10.181397,56.155402
"Heibergsgade 10, 2. TH",8000 Aarhus C,2000000,2015-07-17,Alm. Salg,31250.0,2.0,Lejlighed,64.0,1895.0,-5.0,8000,10.207706,56.146948
"Sønderport 3, 5. TH",8000 Aarhus C,1740000,2015-07-17,Alm. Salg,31636.0,2.0,Lejlighed,55.0,1938.0,-1.0,8000,10.183346,56.140067
"Jægergårdsgade 114A, KL. TH",8000 Aarhus C,497500,2015-07-17,Alm. Salg,11845.0,1.0,Lejlighed,42.0,2004.0,0.0,8000,10.204764,56.148181
"Sønderborggade 13, 1. MF",8000 Aarhus C,1049000,2015-07-17,Alm. Salg,29971.0,1.0,Lejlighed,35.0,1960.0,0.0,8000,10.18126,56.141053
"Marstrandsgade 17B, ST",8000 Aarhus C,3800000,2015-07-17,Alm. Salg,35185.0,3.0,Lejlighed,108.0,1900.0,0.0,8000,10.198016,56.154316
"Søndre Ringgade 63, 1. MF",8000 Aarhus C,2300000,2015-07-16,Alm. Salg,30263.0,3.0,Lejlighed,76.0,1938.0,-1.0,8000,10.186533,56.145576
"Bogensegade 1, 1. TV",8000 Aarhus C,3198000,2015-07-16,Alm. Salg,36758.0,3.0,Lejlighed,87.0,1910.0,0.0,8000,10.202333,56.144143
"Nørrebrogade 20E, ST. MF",8000 Aarhus C,6410000,2015-07-16,Alm. Salg,114464.0,2.0,Lejlighed,56.0,2015.0,221.0,8000,10.211223,56.163569
"Vestergade 82, ST. TH",8000 Aarhus C,1785000,2015-07-15,Alm. Salg,29262.0,2.0,Lejlighed,61.0,1920.0,0.0,8000,10.1979,56.15704
"Banegårdsgade 16, 2. E",8000 Aarhus C,1389258,2015-07-15,Fam. Salg,17151.0,3.0,Lejlighed,81.0,1962.0,0.0,8000,10.200827,56.150326
"Jægergårdsgade 61, 1",8000 Aarhus C,2240000,2015-07-15,Alm. Salg,32941.0,3.0,Lejlighed,68.0,1889.0,0.0,8000,10.200644,56.148239
"Dagmar Petersens Gade 98, 2. 1",8000 Aarhus C,4700000,2015-07-15,Alm. Salg,37600.0,2.0,Lejlighed,125.0,2016.0,0.0,8000,10.227644,56.167123
"Helga Pedersens Gade 13, 3. 2",8000 Aarhus C,2425000,2015-07-15,Alm. Salg,38492.0,2.0,Lejlighed,63.0,2012.0,-1.0,8000,10.229852,56.166368
"Mariane Thomsens Gade 30, 2. 3",8000 Aarhus C,2998000,2015-07-15,Alm. Salg,34068.0,3.0,Lejlighed,88.0,2013.0,0.0,8000,10.229284,56.164931
"Tøndergade 86, 2. TH",8000 Aarhus C,1225000,2015-07-14,Alm. Salg,29166.0,1.0,Lejlighed,42.0,1957.0,0.0,8000,10.180976,56.140643
Stadion Allé 41,8000 Aarhus C,7500000,2015-07-14,Alm. Salg,44117.0,11.0,Villa,170.0,1929.0,-6.0,8000,10.196052,56.139024
"Godthåbsgade 8, 3",8000 Aarhus C,1650000,2015-07-14,Alm. Salg,36666.0,1.0,Lejlighed,45.0,1895.0,-3.0,8000,10.197309,56.147678
"Mejlgade 89, 2. TV",8000 Aarhus C,2565000,2015-07-14,Alm. Salg,35136.0,3.0,Lejlighed,73.0,1900.0,0.0,8000,10.214593,56.161981
"Skanderborgvej 17, ST. TV",8000 Aarhus C,1789000,2015-07-14,Alm. Salg,27106.0,2.0,Lejlighed,66.0,1938.0,-1.0,8000,10.184814,56.141132
"Max Müllers Gade 2B, 5. TH",8000 Aarhus C,1725000,2015-07-14,Fam. Salg,26953.0,2.0,Lejlighed,64.0,1927.0,0.0,8000,10.189903,56.144978
"Vestervang 20, 2. TH",8000 Aarhus C,2799000,2015-07-13,Alm. Salg,29156.0,3.0,Lejlighed,96.0,1986.0,0.0,8000,10.194756,56.163837
